,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
5286,Wafle jogurtowo-truskawkowe ,Pozosta?e wyroby piekarskie,Strawberry and yogurt waffles,Other bakery products,Gaufres aux fraises et au yaourt,Autres produits de boulangerie
648,Czekolada bezglutenowa Chocokiss 200 euro ,Czekolada,Chocokiss gluten free chocolate 200 euros,Chocolate,Chocolat sans gluten au chocolat 200 euros,chocolat
10580,Gda?skie M?yny Chleb baltonowski Mieszanka do wypieku chleba mieszanego 1 kg,M?ka i pozosta?e zbo?a,Gda?skie M?yny Baltonowski bread Mix for baking mixed bread 1 kg,Flour and other cereals,Gda?skie M?yny Baltonowski mélange pour la cuisson du pain mélangé 1 kg,Farine et autres céréales
13763,Mermaid Bay Porcja ?ososia w?dzona na zimno 250 g,"Ryby i owoce morza suszone, w?dzone lub solone",Mermaid Bay Portion of cold smoked salmon 250 g,"Dried, smoked or salted seafood and fish",Portion de saumon fumé froid à la sirène 250 g,"Poisson et fruits de mer séchés, fumés ou salés"
5621,Almar - ?oso? atlantycki Premium plastry w?dzony na zimno,"Ryby i owoce morza suszone, w?dzone lub solone",Almar - Atlantic Salmon Premium slices smoked cold,"Dried, smoked or salted seafood and fish",Almar - Tranches de saumon atlantique de première qualité fumées à froid,"Poisson et fruits de mer séchés, fumés ou salés"
10417,nimm2 - ?miej?elki jogurtowe,Wyroby cukiernicze,nimm2 - ?miej?elki yogurt,Confectionery,nimm2 - yaourt iemiej?elki,Confiserie
12361,Dr. Oetker Budy? ulubiony z cukrem smak ?mietankowy 70 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Pudding favorite with sugar cream flavor 70 g,Other food items not elsewhere classified,Dr. Oetker Pudding favori avec saveur de crème au sucre 70 g,Autres produits alimentaires nca
7333,Gerber - Obiadek Zupka jarzynowa z królikiem,?ywno?? dla dzieci,Gerber - Dinner Vegetable soup with rabbit,Food for children,Gerber - Dîner Soupe de légumes au lapin,Nourriture pour les enfants
7238,Flora - Margaryna ProActiv,Margaryna i inne t?uszcze ro?linne,Flora - Margarine ProActiv,Margarine and other vegetable fats,Flore - Margarine ProActiv,Margarine et autres graisses végétales
10441,?aciaty - Serek ?mietankowy meksyka?ski smak,Sery i twarogi,Pinto - Mexican style cream cheese,Cheese and curd,Pinto - fromage à la crème à la mexicaine,Fromage et caillé
3907,Przyprawa Kamis do ryb ,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis spice for fish,"Salt, spices and culinary herbs",Kamis épice pour poisson,"Sel, épices et herbes culinaires"
1470,Incola Bezglutenowy rustykalny chleb ciemny 235 g ,Pieczywo,Incola Gluten-free rustic dark bread 235 g,Bread,Incola Pain noir rustique sans gluten 235 g,pain
14256,Breyers Delights Cookie &amp; Cream Lody 500 ml,Lody,Breyers Delights Cookie &amp; Cream Ice Cream 500 ml,Ice cream,Breyers Delights Cookie &amp; Cream Crème Glacée 500 ml,crème glacée
12740,Lindt Lindor Milk Pralinki z czekolady mlecznej z nadzieniem 200 g,Czekolada,Lindt Lindor Milk Milk chocolate pralines with filling 200 g,Chocolate,Lindt Lindor Lait pralinés au chocolat au lait fourrés 200 g,chocolat
3079,Napój Rice Dream Calcium BIO ,Pozosta?e produkty mleczne,Rice Dream Calcium BIO drink,Other dairy products,Rice Dream Calcium BIO drink,Autres produits laitiers
4918,Sos zio?owy ,"Sosy, przyprawy",Herb sauce,"Sauces, spices",Sauce aux herbes,"Sauces, Epices"
844,Delma extra z mas?em ,Margaryna i inne t?uszcze ro?linne,Delma extra with butter,Margarine and other vegetable fats,Delma extra au beurre,Margarine et autres graisses végétales
4467,Ser topiony bloczek gouda ,Sery i twarogi,Cheese melted gouda block,Cheese and curd,Bloc de gouda au fromage fondu,Fromage et caillé
4413,Ser Podlaski Mo?ki ,Sery i twarogi,Mo?ki Podlaski Cheese,Cheese and curd,Fromage Mo?ki Podlaski,Fromage et caillé
9255,Piekarnia Jutrzenka - Bu?ka typu w?oskiego,Pieczywo,Jutrzenka Bakery - Italian type bread roll,Bread,Jutrzenka Bakery - Petit pain italien,pain
15886,Tymbark Owoce ?wiata Napój wieloowocowy kaktus 1 l,Soki owocowe i warzywne,Tymbark Fruits of the World Multi-fruit drink cactus 1 l,Fruit and vegetable juices,Tymbark Fruit du Monde Cactus multi-fruits 1 l,Jus de fruits et de légumes
240,Bombonierka milka happy birthday ,Czekolada,Chocolate box milk happy birthday,Chocolate,Boîte de chocolat lait joyeux anniversaire,chocolat
5046,Szproty wedzone mk w oleju ,Pozosta?e przetwory z ryb i owoców morza,Smoked sprat mk in oil,Other preparations of fish and seafood,Sprat fumé mk dans l&#39;huile,Autres préparations de poisson et de fruits de mer
7164,Encona - Sos Barbecue Jamajka Jerk,"Sosy, przyprawy",Encona - Sos Barbecue Jamaica Jerk,"Sauces, spices",Encona - Sos Barbecue Jamaica Jerk,"Sauces, Epices"
9909,Sultan - Cha?wa o smaku waniliowym,Wyroby cukiernicze,Sultan - Halva with vanilla flavor,Confectionery,Sultan - Halva à la vanille,Confiserie
1781,Kawa instant czekolada pomara?cza little's Kawa instant czekolada pomara?,Kawa,Instant coffee orange chocolate little&#39;s Instant coffee orange chocolate,Coffee,Café instantané au chocolat orange Little&#39;s Café instantané au chocolat orange,café
11241,?owicz Sos spaghetti 520 g,"Sosy, przyprawy",?owicz Spaghetti sauce 520 g,"Sauces, spices",?owicz Sauce Spaghetti 520 g,"Sauces, Epices"
11107,Kucharek Przyprawa do zup i potraw 215 g,"Sól, przyprawy korzenne i zio?a kulinarne",Kucharek Seasoning for soups and dishes 215 g,"Salt, spices and culinary herbs",Kucharek Assaisonnement pour soupes et plats 215 g,"Sel, épices et herbes culinaires"
13972,Hortex Zupa królewska 450 g,Gotowe dania,Hortex Royal Soup 450 g,Prepared dishes,Soupe royale Hortex 450 g,Plats cuisinés
5570,7 Days - Double Max rogalik z nadzieniem o smaku wanili i t...,Pozosta?e wyroby piekarskie,7 Days - Double Max croissant with vanilla flavor filling ...,Other bakery products,7 jours - Croissant Double Max fourré à la vanille ...,Autres produits de boulangerie
5804,  - Kasza gryczana pra?ona ca?a,M?ka i pozosta?e zbo?a,#NAME?,Flour and other cereals,#NAME?,Farine et autres céréales
5663,Ania - Ciasteczka owsiane migda?owe,Pozosta?e wyroby piekarskie,Ania - Almond oat cookies,Other bakery products,Ania - Biscuits à l&#39;avoine et aux amandes,Autres produits de boulangerie
15609,  Finest Sumatra Mandheling Kawa palona mielona 227 g,Kawa,Finest Sumatra Mandheling Roasted coffee beans 227 g,Coffee,Sumestra Mandheling Finest Grains de café torréfiés 227 g,café
16081,Dawtona Drugie ?niadanie Mus 100% marchew mango jab?ko 100 g,Soki owocowe i warzywne,Dawton&#39;s Second Breakfast Mousse 100% mango carrot apple 100 g,Fruit and vegetable juices,Dawton&#39;s Second Breakfast Mousse 100% Carotte Pomme Carotte 100 g,Jus de fruits et de légumes
11349,Develey Musztarda Ho??ice 210 g,"Sosy, przyprawy",Develey Mustard Ho??ice 210 g,"Sauces, spices",Develey Mustard Ho??ice 210 g,"Sauces, Epices"
5357,Wi?nie drylowane rolnik ,Przetwory owocowe,Stoned farmer cherries,Fruit preserves,Cerises fermières dénoyautées,Conserves de fruits
8852,Mlekpol - Ma?lanka Mr?gowska mango-kardamon,Pozosta?e produkty mleczne,Mlekpol - Buttermilk Mragowska mango-cardamom,Other dairy products,Mlekpol - Babeurre Mragowska mangue-cardamome,Autres produits laitiers
5919,  - NFC t?oczony sok z jab?ek i gruszek,Soki owocowe i warzywne,#NAME?,Fruit and vegetable juices,#NAME?,Jus de fruits et de légumes
924,Dra?e m&m's czekoladowe ,Wyroby cukiernicze,Chocolate m &amp; m&#39;s dragees,Confectionery,Dragées au chocolat m &amp; m&#39;s,Confiserie
5691,Arteta - M.E.A.L. Konserwa Smalec ?o?nierski,Pozosta?e t?uszcze zwierz?ce,Arteta - MEAL Konserwa Sold Lard,Other animal fats,Arteta - REPAS Konserwa vendu saindoux,Autres graisses animales
3030,Napój jogurtowy Duet truskawka-kiwi ,Jogurt,Yogurt drink Strawberry-kiwi duo,Yoghurt,Duo de yaourt aux fraises et kiwi,yaourt
5963,  - Pierniki z nadzieniem ?liwkowym,Pozosta?e wyroby piekarskie,#NAME?,Other bakery products,- Pain d&#39;épice fourré aux prunes,Autres produits de boulangerie
2500,Makaron nitki ,Makarony i produkty makaronowe,Pasta noodles,Pasta and pasta products,Nouilles fil,Pâtes et macaronis
504,Ciastka owsiane bez dodatku cukru Symbio ,Pozosta?e wyroby piekarskie,Oatmeal cookies without the addition of Symbio sugar,Other bakery products,Biscuits à l&#39;avoine sans addition de sucre Symbio,Autres produits de boulangerie
4213,Ser almdammer bez laktozy plastry ,Sery i twarogi,Almdammer cheese without lactose slices,Cheese and curd,Fromage Almdammer sans tranches de lactose,Fromage et caillé
5926,  - Napój ry?owy naturalny,Pozosta?e produkty mleczne,#NAME?,Other dairy products,#NAME?,Autres produits laitiers
4469,Ser topiony bloczek pieczarkowy ,Sery i twarogi,Processed cheese in a mushroom block,Cheese and curd,Fromage fondu dans un bloc de champignons,Fromage et caillé
9106,Ogrody Natury - Sok z pomidorów z soku zag?szczonego,Soki owocowe i warzywne,Ogrody Natury - Tomato juice from concentrated juice,Fruit and vegetable juices,Ogrody Natury - Jus de tomate à partir de jus concentré,Jus de fruits et de légumes
10514,o'Sole Sól morska drobnoziarnista jodowana 1 kg,"Sól, przyprawy korzenne i zio?a kulinarne",o&#39;Sole Iodized fine grain sea salt 1 kg,"Salt, spices and culinary herbs",o&#39;Sole sel de mer au grain fin iodé 1 kg,"Sel, épices et herbes culinaires"
1363,Herbata Teekanne forest fruits,Herbata,Teekanne forest fruits tea,Tea,Thé aux fruits de forêt de Teekanne,thé
2099,Koncentrat pomidorowy Rolnik,Warzywa suszone i pozosta?e przetwory warzywne,Tomato concentrate Farmer,Dried vegetables and other vegetable preserves,Concentré de Tomate Agriculteur,Légumes secs et autres préparations à base de légumes
6442,Bobovita - porcja zbó? 4 zbo?a wielozbo?owo-gryczana jablkowo...,?ywno?? dla dzieci,Bobovita - a portion of cereals 4 multi-grain apple-buckwheat cereals ...,Food for children,Bobovita - une portion de céréales 4 céréales multigrains à la pomme et au sarrasin ...,Nourriture pour les enfants
10397,belVita - Duocrunch,Pozosta?e wyroby piekarskie,belVita - Duocrunch,Other bakery products,belVita - Duocrunch,Autres produits de boulangerie
7806,Iglotex - Talarki ziemniaczane,Ziemniaki,Iglotex - Potato slices,potatoes,Iglotex - Tranches de pomme de terre,pommes de terre
2174,Krokiety kebab Kuchnia Polki ,Pozosta?e przetwory mi?sne,Kebab croquettes. Polish cuisine,Other meat preparations,"Croquettes de Kebab, cuisine polonaise",Autres préparations de viande
6898,Delecta - Cukier ?eluj?cy 3:1,Cukier,Delecta - 3: 1 Gelling Sugar,Sugar,Delecta - Sucre gélifiant 3: 1,sucre
12229,Huzar Bio Miód nektarowy wielokwiatowy ekologiczny 250 g,"D?emy, marmolady i miód",Organic Huzar Organic Multiflower nectar honey 250 g,"Jams, marmalades and honey",Huilar Bio Nectar Multiflores Bio 250 g,"Confitures, marmelades et miel"
16334,  Chleb sojowy pe?noziarnisty 450 g,Pieczywo,Whole grain soybean bread 450 g,Bread,Pain de soja à grains entiers 450 g,pain
5369,Woda Kropla Beskidu niegazowana ,Wody mineralne lub ?ródlane,Still water Kropla Beskidu,Mineral or spring waters,L&#39;eau plate Kropla Beskidu,Eaux minérales ou sources
12395,Delecta Babeczki o smaku czekoladowym 265 g,Pozosta?e produkty zbo?owe,Delecta Chocolate Muffins 265 g,Other cereal products,Muffins au chocolat Delecta 265 g,Autres produits céréaliers
8759,Mestemacher - Pita pszenna,Pozosta?e wyroby piekarskie,Mestemacher - Wheat pita,Other bakery products,Mestemacher - Pita de blé,Autres produits de boulangerie
13554,"Morliny Szynka konserwowa drobiowa 0,5 kg",W?dliny,Morliny Canned chicken ham 0.5 kg,meats,"Morliny Jambon de poulet en conserve 0,5 kg",viandes
432,Ciasteczka maltikeks dr.Gerard ,Pozosta?e wyroby piekarskie,Maltikeks cookies by Dr. Gerard,Other bakery products,Biscuits Maltikeks par le Dr Gérard,Autres produits de boulangerie
6771,Cytryna - z upraw ekologicznych,Owoce ?wie?e lub ch?odzone,Lemon - from organic farming,Fresh or chilled fruits,Citron - issu de l&#39;agriculture biologique,Fruits frais ou réfrigérés
10439,"?aciate - Mleko ?aciate UHT 3,2%",Mleko ?wie?e pe?ne,Spotted Milk - UHT Milk 3.2%,Whole milk,Lait Tacheté - Lait UHT 3.2%,Lait entier frais
3068,Napój oshee vitamin formula caffeine ,Napoje orze?wiaj?ce,Oshee vitamin formula caffeine drink,Refreshing drinks,Formule de vitamine Oshee boisson à la caféine,Boissons rafraîchissantes
11008,Prymat Koperek suszony 6 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Dried dill 6 g,"Salt, spices and culinary herbs",Prymat Aneth séché 6 g,"Sel, épices et herbes culinaires"
2461,Makaron lubella 5 jajeczny nitki ,Makarony i produkty makaronowe,Pasta lubella 5 egg threads,Pasta and pasta products,Pâtes Lubella 5 fils d&#39;oeuf,Pâtes et macaronis
10588,Szczepanki M?ka wroc?awska typ 500 1 kg,M?ka i pozosta?e zbo?a,Szczepanki Wroclaw flour type 500 1 kg,Flour and other cereals,Szczepanki Wroc?aw type de farine 500 1 kg,Farine et autres céréales
9290,Pi?tnica - Bio ?mietana 18% do zup sosów i sa?atek,Pozosta?e produkty mleczne,Pi?tnica - Bio cream 18% for sauces and salads,Other dairy products,Pi?tnica - Bio Cream 18% pour les sauces et les salades,Autres produits laitiers
15098,Flora Original T?uszcz ro?linny do smarowania 600 g,Margaryna i inne t?uszcze ro?linne,Flora Original Vegetable fat spread 600 g,Margarine and other vegetable fats,Flora Original Pâte à tartiner à la graisse végétale 600 g,Margarine et autres graisses végétales
11102,  Przyprawa do ryb 25 g,"Sól, przyprawy korzenne i zio?a kulinarne",Fish seasoning 25 g,"Salt, spices and culinary herbs",Assaisonnement pour poisson 25 g,"Sel, épices et herbes culinaires"
17015,Dorsz filet mro?ony,Ryby mro?one,Frozen fillet cod,Frozen fish,Filet de morue congelé,Poisson congelé
1110,Flaki pikantne staropolskie ,Pozosta?e przetwory mi?sne,Old Polish spicy tripe,Other meat preparations,Vieux tripes polonaises épicées,Autres préparations de viande
5211,Twaróg Pi?tnica lekki 0%,Sery i twarogi,Piatnica light curd 0%,Cheese and curd,Piatnica caillé léger 0%,Fromage et caillé
209,Biszkopty milka w czekoladzie choc&choc ,Pozosta?e wyroby piekarskie,Milk chocolate biscuits choc &amp; choc,Other bakery products,Biscuits au chocolat au lait choc &amp; choc,Autres produits de boulangerie
5661,Ania - Ciasteczka babci Ani owsiane 90% naturalne,Pozosta?e wyroby piekarskie,"Ania - Grandma&#39;s cookies, Oatmeal 90% natural",Other bakery products,Ania - Biscuits de grand-mère Gruau d&#39;avoine 90% naturel,Autres produits de boulangerie
8149,Koral - Lody kolorowe lato bakaliowe,Lody,Coral - Colorful summer delicacies ice cream,Ice cream,Corail - Fruits secs d&#39;été et noix,crème glacée
5082,Szynka tradycyjna ,W?dliny,Traditional ham,meats,Jambon traditionnel,viandes
10664,Risana Kasza owsiana p?czak pra?ona 400 g (4 torebki),M?ka i pozosta?e zbo?a,Roasted Risana oat pearl barley 400 g (4 bags),Flour and other cereals,Orge perlé d&#39;avoine Risana rôtie 400 g (4 sacs),Farine et autres céréales
16450,Dan Cake Chleb tostowy pszenny 500 g,Pozosta?e wyroby piekarskie,Dan Cake Toasted wheat bread 500 g,Other bakery products,Dan Cake Pain de blé grillé 500 g,Autres produits de boulangerie
7149,Eko alfabet - Ekologiczne p?atki owsiane,P?atki ?niadaniowe,Eco alphabet - Organic oat flakes,Breakfast cereals,Eco alphabet - Flocons d&#39;avoine bio,Céréales de petit déjeuner
7387,Gold Pack - Popcorn solony do mikrofalówki,M?ka i pozosta?e zbo?a,Gold Pack - Salted popcorn for the microwave,Flour and other cereals,Gold Pack - Maïs éclaté salé pour le micro-ondes,Farine et autres céréales
3075,Napój Pfanner herbata o smaku cytryny ,Napoje orze?wiaj?ce,Drink Pfanner lemon flavor tea,Refreshing drinks,Buvez du thé Pfanner au goût de citron,Boissons rafraîchissantes
11872,  Finest Mieszanka w?oskich grillowanych papryk suszonych pomidorów i oliwek Perenzana 285 g,Warzywa suszone i pozosta?e przetwory warzywne,Finest Mix of Italian grilled peppers dried tomatoes and olives Perenzana 285 g,Dried vegetables and other vegetable preserves,"Mélange de poivrons grillés à l&#39;italienne, tomates séchées et olives Perenzana 285 g",Légumes secs et autres préparations à base de légumes
603,Cukierki Werthers Original z nadzieniem karmelowym ,Wyroby cukiernicze,Werthers Original candies with caramel filling,Confectionery,Werthers Original bonbons fourrés au caramel,Confiserie
10712,Uncle Ben's Ry? pe?noziarnisty z pomidorami 250 g,Ry?,Uncle Ben&#39;s Whole grain rice with tomatoes 250 g,Rice,Uncle Ben&#39;s Riz entier aux tomates 250 g,riz
9387,    - Proszek do pieczenia,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",#NAME?,Other food items not elsewhere classified,#NAME?,Autres produits alimentaires nca
6160,Bakalland - Morele suszone,Owoce suszone i orzechy,Bakalland - Dried apricots,Dried fruits and nuts,Bakalland - Abricots secs,Fruits secs et noix
1936,Ketchup Pudliszki ?agodny,"Sosy, przyprawy",Pudliszki mild ketchup,"Sauces, spices",Ketchup doux Pudliszki,"Sauces, Epices"
2866,Mleko zag?szczone karmel tubka ,Mleko zag?szczone i w proszku,Condensed milk caramel tube,Powdered and powdered milk,Tube de caramel au lait condensé,Lait condensé et en poudre
13119,Crunchips X-Cut Chipsy ziemniaczane grubo krojone o smaku ostrego sosu serowego 140 g,Chipsy,Crunchips X-Cut Coarsely sliced potato chips flavored with spicy cheese sauce 140 g,Chips,Crunchips X-Cut Croustilles tranchées grossièrement parfumées à la sauce au fromage épicée 140 g,chips
2066,Kminek Kamis ca?y,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis cumin whole,"Salt, spices and culinary herbs",Kamis cumin entier,"Sel, épices et herbes culinaires"
915,Dorsz filet ze skór? ,Ryby ?wie?e lub ch?odzone,Cod fillet with skin,Fresh or chilled fish,Filet de morue avec peau,Poisson frais ou réfrigéré
