,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
9958,Szwarzwalder - Szynka plastry,W?dliny,Schwarzwalder - Ham slices,meats,Schwarzwalder - Tranches de jambon,viandes
7145,Ehrmann - Deser mleczny o smaku czekolady z wysok? zawarto?c...,Pozosta?e produkty mleczne,Ehrmann - Milk chocolate dessert with a high content ...,Other dairy products,Ehrmann - Dessert au chocolat au lait à haute teneur ...,Autres produits laitiers
12621,Haribo Wummis ?elki owocowe 200 g,Wyroby cukiernicze,Haribo Wummis Fruit Jelly Beans 200 g,Confectionery,Haribo Wummis Fruit Jelly Beans 200 g,Confiserie
8807,Mirko - ?led? z pra?onymi ziarenami i nasion w oleju rzepakowym,Pozosta?e przetwory z ryb i owoców morza,Mirko - Herring with roasted beans and seeds in rapeseed oil,Other preparations of fish and seafood,Mirko - Hareng aux haricots grillés et graines dans l&#39;huile de colza,Autres préparations de poisson et de fruits de mer
15867,  Sok 100% pomidorowy z zag?szczonego soku 1 l,Soki owocowe i warzywne,100% tomato juice from concentrated juice 1 l,Fruit and vegetable juices,Jus de tomate 100% à partir de jus concentré 1 l,Jus de fruits et de légumes
15262,Teekanne World Special Teas Rooibos Vanilla Herbatka o smaku waniliowym 35 g (20 torebek),Herbata,Teekanne World Special Teas Rooibos Vanilla Tea with vanilla flavor 35 g (20 bags),Tea,Thé Teekanne World Special Rooibos Vanilla Tea à la vanille 35 g (20 sachets),thé
16088,Fruxi Fresh 100% sok t?oczony ze ?wie?ych owoców jab?ko 250 ml,Soki owocowe i warzywne,Fruxi Fresh 100% juice pressed from fresh fruit apple 250 ml,Fruit and vegetable juices,Fruxi Fresh Jus 100% pressé à partir de pomme de fruits frais 250 ml,Jus de fruits et de légumes
14777,Arla Apetina Ser bia?y sa?atkowy w kostkach 430 g,Sery i twarogi,Arla Apetina White salad cubes 430 g,Cheese and curd,Arla Apetina Cubes de salade blanche 430 g,Fromage et caillé
600,Cukierki Werthers Original ,Wyroby cukiernicze,Werthers Original candy,Confectionery,Bonbons D&#39;origine Werthers,Confiserie
11229,Kotlin Ketchup ?agodny 650 g,"Sosy, przyprawy",Ketchup mild mild soup 650 g,"Sauces, spices",Ketchup Soupe Douce Douce 650 g,"Sauces, Epices"
6927,Delicje - Biszkopty szampa?skie pomara?czowe,Pozosta?e wyroby piekarskie,Delicje - Orange champagne biscuits,Other bakery products,Delicje - Biscuits au champagne et à l&#39;orange,Autres produits de boulangerie
1734,Kaszka kukurydziana Kupiec ,M?ka i pozosta?e zbo?a,Maize porridge Merchant,Flour and other cereals,Marchand de bouillie de maïs,Farine et autres céréales
550,Crunchy Sante owocowe,P?atki ?niadaniowe,Fruit Crunchy Sante,Breakfast cereals,Fruits Croquant Sante,Céréales de petit déjeuner
4150,Sa?atka hawajska Kuchnia Polki ,Warzywa suszone i pozosta?e przetwory warzywne,Hawaiian salad Polish cuisine,Dried vegetables and other vegetable preserves,Salade hawaïenne cuisine polonaise,Légumes secs et autres préparations à base de légumes
3297,Oliwa z oliwek extra vergine Olitalia ,Oliwa z oliwek,Extra virgin olive oil Olitalia,olive oil,Huile d&#39;olive extra vierge Olitalia,Huile d&#39;olive
15674,"Dobrowianka Naturalna woda mineralna niegazowana 1,5 l",Wody mineralne lub ?ródlane,Dobrowianka Natural still mineral water 1.5 l,Mineral or spring waters,"Dobrowianka Eau minérale plate naturelle 1,5 l",Eaux minérales ou sources
6555,Carte D'Or - Lody o smaku ciasteczek i lody cytrynowe z polew? ...,Lody,Carte D&#39;Or - Cookie ice cream and lemon ice cream with topping ...,Ice cream,Carte D&#39;Or - Crème glacée au biscuit et crème glacée au citron ...,crème glacée
6980,Dole - Ananas plastry w syropie,Przetwory owocowe,Bottom - Pineapple slices in syrup,Fruit preserves,Fond - Tranches d&#39;ananas au sirop,Conserves de fruits
3278,Oliwa Goya Light,Oliwa z oliwek,Olive Goya Light,olive oil,Olive Goya Légère,Huile d&#39;olive
11945,Kucharek Rosó? wo?owy 120 g (12 x 10 g),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Kucharek Beef broth 120 g (12 x 10 g),Other food items not elsewhere classified,Bouillon de boeuf Kucharek 120 g (12 x 10 g),Autres produits alimentaires nca
822,Danie w 5 minut Winiary makaron z Sosem gulaszowym,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dish in 5 minutes. Winiary pasta with goulash sauce,Other food items not elsewhere classified,Plat en 5 minutes. Pâtes Winiary à la sauce goulash,Autres produits alimentaires nca
4613,Sezamki   i  ,Wyroby cukiernicze,Sesame and,Confectionery,Sésame et,Confiserie
9652,Ritter Sport - Nugat czekolada mleczna z nadzieniem,Czekolada,Ritter Sport - Milk chocolate nougat with filling,Chocolate,Ritter Sport - Nougat au chocolat au lait fourré,chocolat
15482,Jacobs Krönung Kawa mielona 500 g,Kawa,Jacobs Krönung Ground coffee 500 g,Coffee,Jacobs Krönung Café moulu 500 g,café
4230,Ser Camamebert Royal ,Sery i twarogi,Camamebert Royal cheese,Cheese and curd,Fromage camamebert royal,Fromage et caillé
16926,Splenda - s?odzik 300 tabletek,Sztuczne substytuty cukru,Splenda - sweetener 300 tablets,Artificial sugar substitutes,Splenda - édulcorant 300 comprimés,Sucre artificiel
2991,Napój gazowany Schweppes citrus mix ,Napoje orze?wiaj?ce,Schweppes citrus mix soda,Refreshing drinks,Schweppes soda aux agrumes,Boissons rafraîchissantes
12453,Delecta Galaretka smak pomara?czowy 75 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Delecta Jelly orange flavor 75 g,Other food items not elsewhere classified,Delecta Jelly à la saveur d&#39;orange 75 g,Autres produits alimentaires nca
1664,Kanapka Wasa z zio?ami,Pozosta?e wyroby piekarskie,Wasa sandwich with herbs,Other bakery products,Wasa sandwich aux herbes,Autres produits de boulangerie
4340,Ser kozi Garcia Baquero Queso de Cabra,Sery i twarogi,Goat&#39;s cheese Garcia Baquero Queso de Cabra,Cheese and curd,Fromage de chèvre Garcia Baquero Queso de Cabra,Fromage et caillé
2665,Melisa ,"Sól, przyprawy korzenne i zio?a kulinarne",Lemon balm,"Salt, spices and culinary herbs",mélisse,"Sel, épices et herbes culinaires"
7899,Jaja - przepiórcze 16 sztuk,Jaja,Eggs - quail 16 pieces,eggs,Oeufs - Caille 16 morceaux,œufs
10822,Nestlé Cheerios Miodowy P?atki ?niadaniowe 500 g,P?atki ?niadaniowe,Nestlé Cheerios Honey Breakfast cereal 500 g,Breakfast cereals,Nestlé Cheerios Honey Céréales Déjeuner 500 g,Céréales de petit déjeuner
1649,Kabanosy z dziczyzn? Soko?ów ,W?dliny,Kabanosy with venison Soko?ów,meats,Kabanosy avec venaison Soko?ów,viandes
2921,Musztarda Kamis Miodowa,"Sosy, przyprawy",Kamis Honey Mustard,"Sauces, spices",Kamis Moutarde,"Sauces, Epices"
11911,Knorr Rosó? z kury 150 g (15 kostek),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Chicken broth 150 g (15 cubes),Other food items not elsewhere classified,Bouillon de poulet Knorr 150 g (15 cubes),Autres produits alimentaires nca
866,Deser Hipp jab?ka i banany z biszkoptami i banany z biszkoptami,?ywno?? dla dzieci,Dessert. Hipp apples and bananas with biscuits and bananas with biscuits,Food for children,Dessert. Pommes Hipp et bananes avec des biscuits et bananes avec des biscuits,Nourriture pour les enfants
1298,"Herbata cejlo?ska czarna z aromatem gruszki i pomara?czy 20*1,5g ",Herbata,Black Ceylon tea with the aroma of pear and orange 20 * 1.5g,Tea,Thé noir de Ceylan aux arômes de poire et d&#39;orange 20 * 1.5g,thé
8410,Lifeberry - 100% Naturalny Sok Przecierowy z Ananasa,Soki owocowe i warzywne,Lifeberry - 100% Natural Pineapple Puree Juice,Fruit and vegetable juices,Lifeberry - Jus de purée 100% naturelle d&#39;ananas,Jus de fruits et de légumes
10391,"belVita - Breakfast Mi?kkie ciastka zbo?owe wzbogacone w ?el... magnez, witamin? B6 i kwas foliowy.",Pozosta?e wyroby piekarskie,"belVita - Breakfast Soft cereal cookies enriched with ... magnesium, vitamin B6 and folic acid.",Other bakery products,"belVita - Petit déjeuner Biscuits moelleux aux céréales enrichis en magnésium, vitamine B6 et acide folique.",Autres produits de boulangerie
13484,Soko?ów Kie?basa wawelska,W?dliny,Soko?ów Wawel sausage,meats,Saucisson Soko?ów Wawelska,viandes
7134,E. Wedel - ?elki owocowe z sokiem owocowym i witaminami,Wyroby cukiernicze,E. Wedel - Fruit jelly with fruit juice and vitamins,Confectionery,E. Wedel - Gelée de fruits avec jus de fruits et vitamines,Confiserie
4316,Ser Hochland Maasdamer topiony plastry ,Sery i twarogi,Maasdamer Hochland cheese melted slices,Cheese and curd,Tranches de fromage fondu Maasdamer Hochland,Fromage et caillé
11464,Tarsmak Sos czosnkowy 900 g,"Sosy, przyprawy",Tarsmak Garlic Sauce 900 g,"Sauces, spices",Tarsmak Sauce Ail 900 g,"Sauces, Epices"
13929,  Capricciosa Pizza 384 g,Pizza i inne pó?produkty m?czne,Capricciosa Pizza 384 g,Pizza and other flour semi-finished products,Pizza Capricciosa 384 g,Pizza et autres produits à base de farine
10838,Nestlé Cini Minis P?atki ?niadaniowe 250 g,P?atki ?niadaniowe,Nestlé Cini Minis Breakfast cereal 250 g,Breakfast cereals,Nestlé Cini Minis Céréales pour le petit déjeuner 250 g,Céréales de petit déjeuner
15522,Tchibo Caffè Crema Vollmundig Kawa palona ziarnista 1 kg,Kawa,Tchibo Caffè Crema Vollmundig Roasted coffee beans 1 kg,Coffee,Tchibo Caffè Crema Vollmundig Grains de café torréfiés 1 kg,café
3712,P?atki Corn flakes z miodem i orzechami ,P?atki ?niadaniowe,Corn flakes with honey and nuts,Breakfast cereals,Corn Flakes au miel et aux noix,Céréales de petit déjeuner
2741,Mintaj w panierce z koperkiem ,Pozosta?e przetwory z ryb i owoców morza,Mintay in batter with dill,Other preparations of fish and seafood,Mintay en pâte à l&#39;aneth,Autres préparations de poisson et de fruits de mer
9747,Sante - Paprykarz meksyka?ski warzywny,Warzywa suszone i pozosta?e przetwory warzywne,Sante - Mexican vegetable paprika,Dried vegetables and other vegetable preserves,Sante - paprika aux légumes mexicains,Légumes secs et autres préparations à base de légumes
8765,Miks sa?at - Mieszanka sa?at party Fit Easy,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Salad mix - Party Fit Easy salad mix,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Mélange à salade - Mélange à salade Party Fit Easy,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
13769,Dorsz ba?tycki w?dzony tusza,"Ryby i owoce morza suszone, w?dzone lub solone",Baltic cod smoked carcass,"Dried, smoked or salted seafood and fish",Carcasse fumée morue,"Poisson et fruits de mer séchés, fumés ou salés"
14287,Pirulo Watermelon Lody wodne o smaku arbuzowym i lody wodne jab?kowe 73 ml,Lody,Pirulo Watermelon Watermelon ice cream and apple water ice cream 73 ml,Ice cream,Pirulo Watermelon Crème glacée à la pastèque et crème glacée à la pomme 73 ml,crème glacée
13294,Soko?ów Uczta Qulinarna Wo?owina z Soko?owa Steki minutowe z ud?ca wo?owego,Mi?so wo?owe i ciel?ce,Soko?ów Feast Qulinary Beef from Soko?ów. Steak beef steak,Beef and veal meat,Soko?ów Feast Qulinary Beef de Soko?ów. Steak de boeuf,Boeuf et veau
3489,Pasta Pastella Lisner z pstr?ga ,Pozosta?e przetwory z ryb i owoców morza,Pastella Lisner trout paste,Other preparations of fish and seafood,Pâte de truite Pastella Lisner,Autres préparations de poisson et de fruits de mer
2775,Miód rzepakowy ,"D?emy, marmolady i miód",Rapeseed honey,"Jams, marmalades and honey",Miel de colza,"Confitures, marmelades et miel"
14685,Galbani Ser Mozzarella 125 g,Sery i twarogi,Galbani Mozzarella Cheese 125 g,Cheese and curd,Galbani Mozzarella 125 g,Fromage et caillé
10022,Tchibo - Kawa mielona Black and White 250 g,Kawa,Tchibo - Ground coffee Black and White 250 g,Coffee,Tchibo - Café moulu noir et blanc 250 g,café
13317,S?awa Pol?dwica wi?niowa,W?dliny,Fame Cherry tenderloin,meats,Fame Filet de Cerise,viandes
16352,Balviten Chleb s?onecznikowy 300 g,Pieczywo,Balviten Sunflower bread 300 g,Bread,Balviten Pain de Tournesol 300 g,pain
9591,Putka - Bu?ka rustico,Pieczywo,Putka - Rustico roll,Bread,Putka - Rouleau Rustico,pain
16026,"Tymbark Nektar czerwony grejpfrut 1,75 l",Soki owocowe i warzywne,Tymbark Nektar red grapefruit 1.75 l,Fruit and vegetable juices,"Pamplemousse rouge Tymbark Nektar 1,75 l",Jus de fruits et de légumes
10847,Lubella Mleko?aki Choco Muszelki Zbo?owe muszelki o smaku czekoladowym 500 g,P?atki ?niadaniowe,Lubella Mleko?aki Choco Shells Cereal shells with chocolate flavor 500 g,Breakfast cereals,Lubella Mleko?aki Choco Shells Coquilles de céréales au goût de chocolat 500 g,Céréales de petit déjeuner
7365,Gerber - Zupka roso?ek drobiowo-wo?owy po 5 miesi?cu,?ywno?? dla dzieci,Gerber - Soup chicken and beef broth after 5 months,Food for children,Gerber - Poulet à soupe et bouillon de bœuf après 5 mois,Nourriture pour les enfants
503,Ciastka orkiszowe z sezamem ,Pozosta?e wyroby piekarskie,Spelled cookies with sesame,Other bakery products,Biscuits d&#39;épeautre au sésame,Autres produits de boulangerie
7248,Fortuna - Sok Chili,Soki owocowe i warzywne,Fortuna - Chili Juice,Fruit and vegetable juices,Fortuna - Jus de piment,Jus de fruits et de légumes
1944,Kie?basa bia?a parzona delikatesowa parzona ,W?dliny,Steamed white delicatessen steamed,meats,Charcuterie blanche cuite à la vapeur,viandes
5351,Wiórki kokosowe Kresto ,Owoce suszone i orzechy,Kresto coconut flakes,Dried fruits and nuts,Flocons de noix de coco Kresto,Fruits secs et noix
1393,Herbatka Ekoland granulowana o smaku malinowo-truskawkowym ,Herbata,Ekoland tea granulated with raspberry-strawberry flavor,Tea,Thé Ekoland granulé à l&#39;arôme framboise-fraise,thé
9861,Solidarno?? - Pistachio czekoladki mleczne z kremem o smaku pist...,Wyroby cukiernicze,Solidarno?? - Pistachio milk chocolates with pistachio cream ...,Confectionery,Solidarno?? - Chocolats au lait à la pistache et à la crème de pistache ...,Confiserie
5572,7 Days - Max Croisstant z nadzieniem o smaku kakaowym i kok...,Pozosta?e wyroby piekarskie,7 Days - Max Croisstant with cocoa and cocoa filling ...,Other bakery products,7 jours - Max Croisstant au cacao et à sa garniture ...,Autres produits de boulangerie
11110,  Value Przyprawa do kurczaka 20 g,"Sól, przyprawy korzenne i zio?a kulinarne",Value Chicken seasoning 20 g,"Salt, spices and culinary herbs",Valeur assaisonnement au poulet 20 g,"Sel, épices et herbes culinaires"
3592,Pieprz Kamis bia?y mielony ,"Sól, przyprawy korzenne i zio?a kulinarne",Ground Kamis pepper,"Salt, spices and culinary herbs",Poivre Kamis moulu,"Sel, épices et herbes culinaires"
6377,"Bobo Frut - Sok jab?ko, brzoskwinia i mango",Soki owocowe i warzywne,"Bobo Frut - Apple, peach and mango juice",Fruit and vegetable juices,"Bobo Frut - Jus de pomme, de pêche et de mangue",Jus de fruits et de légumes
3984,Przysmak rybny ze szpinakiem Frosta,Pozosta?e przetwory z ryb i owoców morza,Fish delicacy with Frosta spinach,Other preparations of fish and seafood,Poisson délicat aux épinards Frosta,Autres préparations de poisson et de fruits de mer
7420,Graal - Paprykarz z ?ososiem,Pozosta?e przetwory z ryb i owoców morza,Grail - Paprika with salmon,Other preparations of fish and seafood,Grail - Paprika au saumon,Autres préparations de poisson et de fruits de mer
9320,Pi?tnica - mleko bez laktozy wiejskie,Mleko ?wie?e niskot?uszczowe,Pi?tnica - rural lactose free milk,Fresh low-fat milk,Pi?tnica - lait rural sans lactose,Lait frais faible en gras
1739,Kaszka mleczno-orkiszowa bio ,?ywno?? dla dzieci,Organic milk and spelled porridge,Food for children,Bouillie de lait biologique et d&#39;épeautre,Nourriture pour les enfants
3708,P?atki Cookie Crisp ,P?atki ?niadaniowe,Cookie Crisp Flakes,Breakfast cereals,Biscuits croustillants,Céréales de petit déjeuner
11929,Vifon Tom Yum Krewetkowa tajska Zupa b?yskawiczna 70 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Vifon Tom Yum Shrimp Thai Instant Soup 70 g,Other food items not elsewhere classified,Soupe instantanée aux crevettes thaïlandaises Vifon Tom Yum 70 g,Autres produits alimentaires nca
14600,Danone Fantasia Karmellove! Jogurt kremowy z kawa?kami czekolady bia?ej karmelowej 104 g,Jogurt,Danone Fantasia Karmellove! Cream yogurt with pieces of white caramel chocolate 104 g,Yoghurt,Danone Fantasia Karmellove! Yaourt à la crème avec des morceaux de chocolat caramel blanc 104 g,yaourt
14373,  Kefir naturalny 450 g,Pozosta?e produkty mleczne,Natural kefir 450 g,Other dairy products,Kéfir naturel 450 g,Autres produits laitiers
297,Buraczki Urbanek tarte z cebul? ,Warzywa suszone i pozosta?e przetwory warzywne,Urbanek grated beets with onions,Dried vegetables and other vegetable preserves,Betteraves râpées Urbanek avec oignons,Légumes secs et autres préparations à base de légumes
3699,P?atki Cheerios Miodowe Nestlé,P?atki ?niadaniowe,Nestlé Cheerios Honey Flakes,Breakfast cereals,Nestlé Cheerios Honey Flakes,Céréales de petit déjeuner
3949,Przyprawa Kotanyi pieczony kurczak,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi spice fried chicken,"Salt, spices and culinary herbs",Poulet frit aux épices Kotanyi,"Sel, épices et herbes culinaires"
3511,Pasztet Profi drobiowy firmowy ,Pozosta?e przetwory mi?sne,Poultry Profi company,Other meat preparations,Pâté de volaille entreprise,Autres préparations de viande
5071,Szynka Parme?ska ,W?dliny,Parma ham,meats,Jambon de Parme,viandes
9322,Pi?tnica - ?mietana 18%,Pozosta?e produkty mleczne,Pi?tnica - Sour cream 18%,Other dairy products,Pi?tnica - Crème sure 18%,Autres produits laitiers
1115,Flaki wo?owe w rosole Mi?dzychód ,Pozosta?e przetwory mi?sne,Beef tripe in broth Mi?dzychód,Other meat preparations,Tripes de boeuf au bouillon Mi?dzychód,Autres préparations de viande
386,Chleb pe?noziarnisty ?ytni ,Pieczywo,Wholemeal rye bread,Bread,Pain de seigle complet,pain
14531,Danone Jogurt naturalny ?agodny 370 g,Jogurt,Danone plain yogurt mild 370 g,Yoghurt,Yogourt nature Danone doux 370 g,yaourt
12768,Jutrzenka Dobre Miasto Krówka mleczna Pomadki 350 g,Wyroby cukiernicze,Dawn of Dobre Miasto. Fudge milk fudge 350 g,Confectionery,Dawn of Dobre Miasto. Fudge au lait à la crème 350 g,Confiserie
